8/19/2012 12:22,C,24
8/19/2012 13:22,C,24.5
8/19/2012 14:22,C,26
8/19/2012 15:22,C,27
8/19/2012 16:22,C,28
8/19/2012 17:22,C,27.5
8/19/2012 18:22,C,27
8/19/2012 19:22,C,26.5
8/19/2012 20:22,C,25.5
8/19/2012 21:22,C,25
8/19/2012 22:22,C,24.5
8/19/2012 23:22,C,24
8/20/2012 0:22,C,23.5
8/20/2012 1:22,C,23
8/20/2012 2:22,C,22.5
8/20/2012 3:22,C,22
8/20/2012 4:22,C,21.5
8/20/2012 5:22,C,21.5
8/20/2012 6:22,C,21
8/20/2012 7:22,C,20.5
8/20/2012 8:22,C,20.5
8/20/2012 9:22,C,21
8/20/2012 10:22,C,22
8/20/2012 11:22,C,23
8/20/2012 12:22,C,24.5
8/20/2012 13:22,C,25
8/20/2012 14:22,C,25.5
8/20/2012 15:22,C,27
8/20/2012 16:22,C,26.5
8/20/2012 17:22,C,26
8/20/2012 18:22,C,25.5
8/20/2012 19:22,C,25
8/20/2012 20:22,C,24
8/20/2012 21:22,C,23.5
8/20/2012 22:22,C,23
8/20/2012 23:22,C,23
8/21/2012 0:22,C,22
8/21/2012 1:22,C,21.5
8/21/2012 2:22,C,21
8/21/2012 3:22,C,21
8/21/2012 4:22,C,20.5
8/21/2012 5:22,C,20
8/21/2012 6:22,C,20
8/21/2012 7:22,C,19.5
8/21/2012 8:22,C,19.5
8/21/2012 9:22,C,20
8/21/2012 10:22,C,21
8/21/2012 11:22,C,23
8/21/2012 12:22,C,24
8/21/2012 13:22,C,24
8/21/2012 14:22,C,24.5
8/21/2012 15:22,C,23.5
8/21/2012 16:22,C,23.5
8/21/2012 17:22,C,23.5
8/21/2012 18:22,C,24
8/21/2012 19:22,C,23.5
8/21/2012 20:22,C,23
8/21/2012 21:22,C,22.5
8/21/2012 22:22,C,22.5
8/21/2012 23:22,C,22
8/22/2012 0:22,C,21.5
8/22/2012 1:22,C,21.5
8/22/2012 2:22,C,21
8/22/2012 3:22,C,20.5
8/22/2012 4:22,C,20.5
8/22/2012 5:22,C,20
8/22/2012 6:22,C,19.5
8/22/2012 7:22,C,19.5
8/22/2012 8:22,C,19.5
8/22/2012 9:22,C,20
8/22/2012 10:22,C,20.5
8/22/2012 11:22,C,22
8/22/2012 12:22,C,23.5
8/22/2012 13:22,C,25
8/22/2012 14:22,C,26
8/22/2012 15:22,C,27
8/22/2012 16:22,C,26.5
8/22/2012 17:22,C,27
8/22/2012 18:22,C,26.5
8/22/2012 19:22,C,26
8/22/2012 20:22,C,25.5
8/22/2012 21:22,C,24.5
8/22/2012 22:22,C,24
8/22/2012 23:22,C,23.5
8/23/2012 0:22,C,23
8/23/2012 1:22,C,23
8/23/2012 2:22,C,22.5
8/23/2012 3:22,C,22
8/23/2012 4:22,C,22
8/23/2012 5:22,C,21.5
8/23/2012 6:22,C,21
8/23/2012 7:22,C,21
8/23/2012 8:22,C,20.5
8/23/2012 9:22,C,21
8/23/2012 10:22,C,21
8/23/2012 11:22,C,22
8/23/2012 12:22,C,23
8/23/2012 13:22,C,24
8/23/2012 14:22,C,25
8/23/2012 15:22,C,26
8/23/2012 16:22,C,27
8/23/2012 17:22,C,27
8/23/2012 18:22,C,27.5
