8/18/2012 14:16,C,20
8/18/2012 15:16,C,20
8/18/2012 16:16,C,20.5
8/18/2012 17:16,C,21
8/18/2012 18:16,C,21
8/18/2012 19:16,C,21.5
8/18/2012 20:16,C,22
8/18/2012 21:16,C,22
8/18/2012 22:16,C,22
8/18/2012 23:16,C,22
8/19/2012 0:16,C,22
8/19/2012 1:16,C,21.5
8/19/2012 2:16,C,21
8/19/2012 3:16,C,21
8/19/2012 4:16,C,20.5
8/19/2012 5:16,C,20
8/19/2012 6:16,C,19.5
8/19/2012 7:16,C,19.5
8/19/2012 8:16,C,19
8/19/2012 9:16,C,19
8/19/2012 10:16,C,19.5
8/19/2012 11:16,C,19.5
8/19/2012 12:16,C,19.5
8/19/2012 13:16,C,20
8/19/2012 14:16,C,20.5
8/19/2012 15:16,C,20.5
8/19/2012 16:16,C,21
8/19/2012 17:16,C,21.5
8/19/2012 18:16,C,21.5
8/19/2012 19:16,C,22
8/19/2012 20:16,C,22
8/19/2012 21:16,C,22
8/19/2012 22:16,C,22.5
8/19/2012 23:16,C,22
8/20/2012 0:16,C,22
8/20/2012 1:16,C,22
8/20/2012 2:16,C,21.5
8/20/2012 3:16,C,21
8/20/2012 4:16,C,20.5
8/20/2012 5:16,C,20.5
8/20/2012 6:16,C,20
8/20/2012 7:16,C,19.5
8/20/2012 8:16,C,19.5
8/20/2012 9:16,C,19.5
8/20/2012 10:16,C,19.5
8/20/2012 11:16,C,19.5
8/20/2012 12:16,C,20
8/20/2012 13:16,C,20.5
8/20/2012 14:16,C,20.5
8/20/2012 15:16,C,21
8/20/2012 16:16,C,21
8/20/2012 17:16,C,21.5
8/20/2012 18:16,C,21.5
8/20/2012 19:16,C,22
8/20/2012 20:16,C,22
8/20/2012 21:16,C,22
8/20/2012 22:16,C,22
8/20/2012 23:16,C,21.5
8/21/2012 0:16,C,21.5
8/21/2012 1:16,C,21
8/21/2012 2:16,C,21
8/21/2012 3:16,C,20.5
8/21/2012 4:16,C,20
8/21/2012 5:16,C,19.5
8/21/2012 6:16,C,19.5
8/21/2012 7:16,C,19
8/21/2012 8:16,C,19
8/21/2012 9:16,C,19
8/21/2012 10:16,C,19
8/21/2012 11:16,C,19.5
8/21/2012 12:16,C,19.5
8/21/2012 13:16,C,20
8/21/2012 14:16,C,20
8/21/2012 15:16,C,20.5
8/21/2012 16:16,C,20.5
8/21/2012 17:16,C,21
8/21/2012 18:16,C,21
8/21/2012 19:16,C,21.5
8/21/2012 20:16,C,21.5
8/21/2012 21:16,C,21.5
8/21/2012 22:16,C,21.5
8/21/2012 23:16,C,21
8/22/2012 0:16,C,21
8/22/2012 1:16,C,20.5
8/22/2012 2:16,C,20
8/22/2012 3:16,C,20
8/22/2012 4:16,C,19.5
8/22/2012 5:16,C,19
8/22/2012 6:16,C,19
8/22/2012 7:16,C,18.5
8/22/2012 8:16,C,18.5
8/22/2012 9:16,C,18.5
8/22/2012 10:16,C,18.5
8/22/2012 11:16,C,19
8/22/2012 12:16,C,19
8/22/2012 13:16,C,19.5
8/22/2012 14:16,C,20
8/22/2012 15:16,C,20
8/22/2012 16:16,C,20.5
8/22/2012 17:16,C,21
8/22/2012 18:16,C,21
8/22/2012 19:16,C,21.5
8/22/2012 20:16,C,21.5
8/22/2012 21:16,C,22
8/22/2012 22:16,C,22
8/22/2012 23:16,C,22
8/23/2012 0:16,C,22
8/23/2012 1:16,C,21.5
8/23/2012 2:16,C,21.5
8/23/2012 3:16,C,21
8/23/2012 4:16,C,21
8/23/2012 5:16,C,20.5
8/23/2012 6:16,C,20
8/23/2012 7:16,C,19.5
8/23/2012 8:16,C,19.5
8/23/2012 9:16,C,19.5
8/23/2012 10:16,C,20
8/23/2012 11:16,C,20
8/23/2012 12:16,C,20.5
8/23/2012 13:16,C,20.5
8/23/2012 14:16,C,21
8/23/2012 15:16,C,21.5
8/23/2012 16:16,C,21.5
8/23/2012 17:16,C,22
8/23/2012 18:16,C,22
8/23/2012 19:16,C,22.5
8/23/2012 20:16,C,22.5
8/23/2012 21:16,C,23
8/23/2012 22:16,C,23
8/23/2012 23:16,C,23
8/24/2012 0:16,C,23
8/24/2012 1:16,C,23
8/24/2012 2:16,C,22.5
